Area Type,Area Name (County Names),Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total  Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,51-5112,Printing Press Operators,40,30,-10,-25.0,10,30,30,26.58,55296.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,3,51-6000,"Textile, Apparel, and Furnishings Workers",210,220,10,4.8,130,150,290,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,51-6011,Laundry and Dry-Cleaning Workers,160,180,20,12.5,110,120,250,14.66,30496.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,3,51-7000,Woodworkers,210,200,-10,-4.8,120,150,260,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,51-7011,Cabinetmakers and Bench Carpenters,40,30,-10,-25.0,10,20,20,21.91,45574.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",90,90,0,0.0,50,70,120,18.10,37635.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,51-7099,"Woodworkers, All Other",70,70,0,0.0,40,40,80,0.00,0.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,3,51-8000,Plant and System Operators,170,180,10,5.9,50,110,170,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,51-8031,Water and Wastewater Treatment Plant and System Operators,150,150,0,0.0,50,90,140,36.34,75599.00,High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,3,51-9000,Other Production Occupations,3360,3930,570,17.0,1260,3040,4870,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1620,1960,340,21.0,450,1600,2390,28.75,59813.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",60,80,20,33.3,20,60,100,24.11,50153.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",120,110,-10,-8.3,50,100,140,23.93,49764.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,51-9111,Packaging and Filling Machine Operators and Tenders,830,970,140,16.9,400,650,1190,19.24,40002.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,51-9198,Helpers--Production Workers,270,320,50,18.5,160,280,490,17.07,35505.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,51-9199,"Production Workers, All Other",70,70,0,0.0,30,50,80,16.36,34040.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,2,53-0000,Transportation and Material Moving Occupations,3630,4040,410,11.3,1810,2920,5140,18.20,37848.00,N/A,N/A,N/A
Metropolitan Area,Napa MSA (Napa County),2018-2028,3,53-1000,Supervisors of Transportation and Material Moving Workers,130,140,10,7.7,40,100,150,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,53-1048,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling",130,140,10,7.7,40,100,150,0.00,0.00,High school diploma or equivalent,<5 years,None
Metropolitan Area,Napa MSA (Napa County),2018-2028,3,53-3000,Motor Vehicle Operators,1670,1920,250,15.0,910,1140,2300,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,53-3022,"Bus Drivers, School or Special Client",70,70,0,0.0,50,30,80,0.00,0.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,53-3031,Driver/Sales Workers,50,60,10,20.0,20,40,70,14.83,30838.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,53-3032,Heavy and Tractor-Trailer Truck Drivers,480,520,40,8.3,210,360,610,24.10,50115.00,Postsecondary non-degree award,None,Short-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,53-3033,Light Truck or Delivery Services Drivers,300,320,20,6.7,130,230,380,18.47,38418.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,53-3041,Taxi Drivers and Chauffeurs,670,820,150,22.4,400,410,960,0.00,0.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,3,53-6000,Other Transportation Workers,140,150,10,7.1,60,130,200,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Napa MSA (Napa County),2018-2028,3,53-7000,Material Moving Workers,1660,1810,150,9.0,780,1530,2460,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,53-7051,Industrial Truck and Tractor Operators,390,450,60,15.4,130,350,540,20.55,42742.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,53-7061,Cleaners of Vehicles and Equipment,150,150,0,0.0,80,150,230,14.99,31191.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",660,740,80,12.1,320,650,1050,16.79,34913.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Napa MSA (Napa County),2018-2028,4,53-7064,"Packers and Packagers, Hand",380,380,0,0.0,230,320,550,14.86,30901.00,No formal educational credential,None,Short-term on-the-job training
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,1,00-0000,"Total, All Occupations",117660,122380,4720,4.0,55890,86330,146940,18.40,38264.00,N/A,N/A,N/A
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,2,11-0000,Management Occupations,7870,8240,370,4.7,2630,4410,7410,37.70,78406.00,N/A,N/A,N/A
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,3,11-1000,Top Executives,1870,1970,100,5.3,420,1200,1720,0.00,0.00,N/A,N/A,N/A
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-1011,Chief Executives,230,220,-10,-4.3,60,100,150,60.57,125973.00,Bachelor's degree,≥5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-1021,General and Operations Managers,1540,1640,100,6.5,330,1050,1480,35.04,72898.00,Bachelor's degree,≥5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-1031,Legislators,100,110,10,10.0,30,50,90,0.00,47078.00,Bachelor's degree,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,3,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",310,310,0,0.0,60,210,270,0.00,0.00,N/A,N/A,N/A
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-2021,Marketing Managers,40,40,0,0.0,10,30,40,39.39,81939.00,Bachelor's degree,≥5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-2022,Sales Managers,230,230,0,0.0,50,160,210,37.01,76981.00,Bachelor's degree,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-2031,Public Relations and Fundraising Managers,30,30,0,0.0,10,20,30,0.00,0.00,Bachelor's degree,≥5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,3,11-3000,Operations Specialties Managers,940,1040,100,10.6,220,560,880,0.00,0.00,N/A,N/A,N/A
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-3011,Administrative Services Managers,190,200,10,5.3,50,110,170,0.00,0.00,Bachelor's degree,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-3021,Computer and Information Systems Managers,80,90,10,12.5,10,50,70,45.05,93698.00,Bachelor's degree,≥5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-3031,Financial Managers,340,400,60,17.6,80,200,340,40.88,85014.00,Bachelor's degree,≥5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-3051,Industrial Production Managers,80,80,0,0.0,20,40,60,43.72,90929.00,Bachelor's degree,≥5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-3071,"Transportation, Storage, and Distribution Managers",100,110,10,10.0,20,60,90,39.90,82988.00,High school diploma or equivalent,≥5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-3121,Human Resources Managers,120,130,10,8.3,30,80,120,44.01,91550.00,Bachelor's degree,≥5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,3,11-9000,Other Management Occupations,4760,4920,160,3.4,1920,2440,4520,0.00,0.00,N/A,N/A,N/A
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",1780,1660,-120,-6.7,1070,640,1590,0.00,0.00,High school diploma or equivalent,≥5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9021,Construction Managers,190,220,30,15.8,40,110,180,46.30,96305.00,Bachelor's degree,None,Moderate-term on-the-job training
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9031,"Education Administrators, Preschool and Childcare Center/Program",120,110,-10,-8.3,30,60,80,19.13,39788.00,Bachelor's degree,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9032,"Education Administrators, Elementary and Secondary School",270,280,10,3.7,70,140,220,0.00,114560.00,Master's degree,≥5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9033,"Education Administrators, Postsecondary",120,120,0,0.0,30,60,90,60.95,126767.00,Master's degree,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9039,"Education Administrators, All Other",80,80,0,0.0,20,40,60,0.00,0.00,Bachelor's degree,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9041,Architectural and Engineering Managers,70,80,10,14.3,10,40,60,56.85,118256.00,Bachelor's degree,≥5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9051,Food Service Managers,450,470,20,4.4,140,390,550,23.46,48789.00,High school diploma or equivalent,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9081,Lodging Managers,70,70,0,0.0,20,50,70,25.78,53625.00,High school diploma or equivalent,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9111,Medical and Health Services Managers,300,400,100,33.3,90,190,380,47.52,98820.00,Bachelor's degree,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9121,Natural Sciences Managers,30,30,0,0.0,10,20,30,45.55,94757.00,Bachelor's degree,≥5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9131,Postmasters and Mail Superintendents,40,40,0,0.0,10,20,30,33.84,70383.00,High school diploma or equivalent,<5 years,Moderate-term on-the-job training
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9141,"Property, Real Estate, and Community Association Managers",230,240,10,4.3,90,90,190,23.94,49797.00,High school diploma or equivalent,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9151,Social and Community Service Managers,420,490,70,16.7,140,260,470,32.10,66779.00,Bachelor's degree,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,11-9199,"Managers, All Other",520,550,30,5.8,140,270,440,0.00,0.00,Bachelor's degree,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,2,13-0000,Business and Financial Operations Occupations,3520,3760,240,6.8,1030,2420,3690,27.10,56374.00,N/A,N/A,N/A
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,3,13-1000,Business Operations Specialists,2330,2470,140,6.0,680,1660,2480,0.00,0.00,N/A,N/A,N/A
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-1020,Buyers and Purchasing Agents,130,120,-10,-7.7,40,90,120,21.36,44431.00,Bachelor's degree,None,Moderate-term on-the-job training
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-1031,"Claims Adjusters, Examiners, and Investigators",70,60,-10,-14.3,20,40,50,36.49,75891.00,High school diploma or equivalent,None,Long-term on-the-job training
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-1041,Compliance Officers,200,210,10,5.0,60,120,190,26.54,55203.00,Bachelor's degree,None,Moderate-term on-the-job training
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-1051,Cost Estimators,120,120,0,0.0,30,90,120,28.12,58492.00,Bachelor's degree,None,Moderate-term on-the-job training
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-1071,Human Resources Specialists,260,280,20,7.7,70,200,290,27.48,57168.00,Bachelor's degree,None,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-1111,Management Analysts,450,490,40,8.9,150,300,490,29.82,62035.00,Bachelor's degree,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-1121,"Meeting, Convention, and Event Planners",60,70,10,16.7,20,50,80,20.06,41713.00,Bachelor's degree,None,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-1131,Fundraisers,100,120,20,20.0,40,80,140,28.50,59275.00,Bachelor's degree,None,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-1141,"Compensation, Benefits, and Job Analysis Specialists",30,30,0,0.0,10,20,30,24.31,50581.00,Bachelor's degree,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-1151,Training and Development Specialists,100,100,0,0.0,30,80,110,20.03,41652.00,Bachelor's degree,<5 years,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-1161,Market Research Analysts and Marketing Specialists,180,210,30,16.7,50,150,230,22.81,47435.00,Bachelor's degree,None,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-1199,"Business Operations Specialists, All Other",630,660,30,4.8,180,440,650,0.00,0.00,Bachelor's degree,None,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,3,13-2000,Financial Specialists,1190,1290,100,8.4,350,760,1210,0.00,0.00,N/A,N/A,N/A
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-2011,Accountants and Auditors,610,650,40,6.6,180,410,630,29.74,61851.00,Bachelor's degree,None,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-2021,Appraisers and Assessors of Real Estate,40,40,0,0.0,10,20,30,0.00,0.00,Bachelor's degree,None,Long-term on-the-job training
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-2051,Financial Analysts,40,50,10,25.0,10,30,50,0.00,0.00,Bachelor's degree,None,None
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-2072,Loan Officers,150,160,10,6.7,40,90,140,28.34,58960.00,Bachelor's degree,None,Moderate-term on-the-job training
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,4,13-2099,"Financial Specialists, All Other",50,60,10,20.0,20,30,60,0.00,0.00,Bachelor's degree,None,Moderate-term on-the-job training
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,2,15-0000,Computer and Mathematical Occupations,910,960,50,5.5,160,540,750,30.32,63064.00,N/A,N/A,N/A
