Area Type,Area Name (County Names),Period,Series Code,Industry Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,55522000,Credit Intermediation and Related Activities,10900,10900,0,0.0
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,55522100,Depository Credit Intermediation,6600,5900,-700,-10.6
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,55522200,Nondepository Credit Intermediation,2300,2600,300,13.0
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,55524000,Insurance Carriers and Related Activities,21500,22100,600,2.8
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,55530000,Real Estate and Rental and Leasing,16800,18000,1200,7.1
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,55531000,Real Estate,13200,14300,1100,8.3
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,60000000,Professional and Business Services,133500,148400,14900,11.2
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,60540000,"Professional, Scientific, and Technical Services",56600,63100,6500,11.5
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,60541300,"Architectural, Engineering, and Related Services",10100,10600,500,5.0
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,60550000,Management of Companies and Enterprises,13300,13400,100,0.8
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,63600,72000,8400,13.2
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,60561000,Administrative and Support Services,60800,68800,8000,13.2
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,60561300,Employment Services,24600,29500,4900,19.9
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,60561700,Services to Buildings and Dwellings,15200,15500,300,2.0
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",159800,189400,29600,18.5
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,65610000,Educational Services (Private),12300,14400,2100,17.1
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,65620000,Health Care and Social Assistance,147500,175000,27500,18.6
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,65621000,Ambulatory Health Care Services,52900,63800,10900,20.6
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,65622000,Hospitals (Private),24400,27400,3000,12.3
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,65623000,Nursing and Residential Care Facilities,17400,20100,2700,15.5
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,70000000,Leisure and Hospitality,106200,121200,15000,14.1
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,70710000,"Arts, Entertainment, and Recreation",16500,18800,2300,13.9
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,70720000,Accommodation and Food Services,89700,102400,12700,14.2
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,70721000,Accommodation,10000,11000,1000,10.0
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,70722000,Food Services and Drinking Places,79700,91400,11700,14.7
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,70722500,Restaurants and Other Eating Places,75500,86900,11400,15.1
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,80000000,Other Services (excludes 814-Private Household Workers),34200,36000,1800,5.3
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,80811000,Repair and Maintenance,10500,10700,200,1.9
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,90000000,Government,238000,243800,5800,2.4
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,90910000,Federal Government,14100,14000,-100,-0.7
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,90940000,State and Local Government,223800,229800,6000,2.7
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,90920000,State Government,120400,123200,2800,2.3
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,90921611,State Government Education,31000,32900,1900,6.1
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,90922000,State Government Excluding Education,89400,90200,800,0.9
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,90930000,Local Government,103500,106700,3200,3.1
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,90931611,Local Government Education,56400,58000,1600,2.8
Metropolitan Area,"Sacramento--Roseville--Arden-Arcade MSA (El Dorado, Placer, Sacramento, and Yolo Counties)",2018-2028,90932000,Local Government Excluding Education,47100,48700,1600,3.4
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,000001,Total Employment,210700,228000,17300,8.2
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,006010,Self Employment,12400,13200,800,6.5
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,008010,Private Household Workers,300,300,0,0.0
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,11000000,Total Farm,55000,61400,6400,11.6
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,0,Total Nonfarm,143000,153100,10100,7.1
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,10000000,Mining and Logging,200,200,0,0.0
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,20000000,Construction,6400,7100,700,10.9
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,30000000,Manufacturing,5400,5300,-100,-1.9
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,32000000,Nondurable Goods Manufacturing,3700,3700,0,0.0
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,40000000,"Trade, Transportation, and Utilities",26700,27700,1000,3.7
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,41000000,Wholesale Trade,5900,6100,200,3.4
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,42000000,Retail Trade,16800,17100,300,1.8
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,42445000,Food and Beverage Stores,3800,4000,200,5.3
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",4000,4500,500,12.5
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,50000000,Information,1000,1000,0,0.0
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,55000000,Financial Activities,4500,4400,-100,-2.2
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,60000000,Professional and Business Services,14000,14900,900,6.4
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",19900,23400,3500,17.6
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,65620000,Health Care and Social Assistance,17800,21200,3400,19.1
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,70000000,Leisure and Hospitality,25300,28100,2800,11.1
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,70720000,Accommodation and Food Services,22700,25300,2600,11.5
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,70721000,Accommodation,8000,8300,300,3.8
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,70722000,Food Services and Drinking Places,14700,17000,2300,15.6
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),5100,5300,200,3.9
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,90000000,Government,34500,35700,1200,3.5
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,90910000,Federal Government,5100,5000,-100,-2.0
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,90940000,State and Local Government,29400,30700,1300,4.4
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,90920000,State Government,5700,6000,300,5.3
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,90921611,State Government Education,1500,1600,100,6.7
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,90922000,State Government Excluding Education,4200,4300,100,2.4
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,90930000,Local Government,23800,24700,900,3.8
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,90931611,Local Government Education,12900,13300,400,3.1
Metropolitan Area,Salinas MSA (Monterey County),2018-2028,90932000,Local Government Excluding Education,10800,11400,600,5.6
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,000001,Total Employment,1595300,1710600,115300,7.2
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,006010,Self Employment,101300,109100,7800,7.7
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,008010,Private Household Workers,2500,2300,-200,-8.0
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,11000000,Total Farm,9300,9200,-100,-1.1
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,0,Total Nonfarm,1482200,1590000,107800,7.3
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,10000000,Mining and Logging,400,400,0,0.0
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,20000000,Construction,83700,90900,7200,8.6
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,20236000,Construction of Buildings,19300,21200,1900,9.8
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,20237000,Heavy and Civil Engineering Construction,7500,8300,800,10.7
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,20238000,Specialty Trade Contractors,56900,61400,4500,7.9
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,20238100,"Foundation, Structure, and Building Exterior Contractors",11100,11800,700,6.3
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,20238200,Building Equipment Contractors,23000,25900,2900,12.6
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,20238300,Building Finishing Contractors,16300,16800,500,3.1
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,20238900,Other Specialty Trade Contractors,6600,6900,300,4.5
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,30000000,Manufacturing,112300,116200,3900,3.5
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,31000000,Durable Goods Manufacturing,83700,88100,4400,5.3
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,31334000,Computer and Electronic Product Manufacturing,28700,30900,2200,7.7
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,31336000,Transportation Equipment Manufacturing,20900,22600,1700,8.1
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,31336400,Aerospace Product and Parts Manufacturing,12800,14800,2000,15.6
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,31336600,Ship and Boat Building,7000,6700,-300,-4.3
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,32000000,Nondurable Goods Manufacturing,28600,28100,-500,-1.7
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,40000000,"Trade, Transportation, and Utilities",225100,226100,1000,0.4
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,41000000,Wholesale Trade,43800,45100,1300,3.0
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,41423000,"Merchant Wholesalers, Durable Goods",23600,23700,100,0.4
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,41424000,"Merchant Wholesalers, Nondurable Goods",17100,19000,1900,11.1
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,42000000,Retail Trade,148000,144000,-4000,-2.7
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,42441000,Motor Vehicle and Parts Dealers,17800,17500,-300,-1.7
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,42444000,Building Material and Garden Equipment and Supplies Dealers,10300,10300,0,0.0
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,42445000,Food and Beverage Stores,31300,34100,2800,8.9
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,42445100,Grocery Stores,27200,30300,3100,11.4
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,42446000,Health and Personal Care Stores,8800,9000,200,2.3
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,42448000,Clothing and Clothing Accessories Stores,17600,14900,-2700,-15.3
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,42448100,Clothing Stores,13600,11200,-2400,-17.6
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,42451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6100,5200,-900,-14.8
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,42452000,General Merchandise Stores,26400,24500,-1900,-7.2
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,42452200,Department Stores,11300,7700,-3600,-31.9
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,42452300,"General Merchandise Stores, including Warehouse Clubs and Supercenters",15100,16800,1700,11.3
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,42453000,Miscellaneous Store Retailers,9100,8700,-400,-4.4
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",33300,37000,3700,11.1
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,43220000,Utilities,4900,4400,-500,-10.2
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,43400089,Transportation and Warehousing,28400,32600,4200,14.8
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,43493000,Warehousing and Storage,2200,2700,500,22.7
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,50000000,Information,23600,23100,-500,-2.1
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,50511000,Publishing Industries (except Internet),6500,6800,300,4.6
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,50511200,Software Publishers,4800,5700,900,18.8
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,50515000,Broadcasting (except Internet),3000,2800,-200,-6.7
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,50517000,Telecommunications,7500,6000,-1500,-20.0
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,55000000,Financial Activities,76000,78400,2400,3.2
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,55520000,Finance and Insurance,46700,47300,600,1.3
